business_description,domain_names,complexity
eco-friendly bookstore in city center,"['bookstorelab.io', 'bookstorespot.com', 'bookstorestudio.com']",medium
organic online store in city center,"['organiconlebeans.io', 'organiconlesolutions.org', 'organiconlestore.com']",medium
smart cafe in neighborhood,"['smartcafeworks.com', 'smartcafestudio.org', 'smartcafeshop.co']",medium
cozy studio tech startup in downtown area offering premium services,"['cozystudiohub.net', 'cozystudiosolutions.com', 'cozystudiosolutions.net']",complex
bright bookstore,"['brightbookstorecorner.co', 'brightbookstorestore.io', 'brightbookstorestudio.co']",simple
smart online store in downtown,"['smartonlecorner.net', 'smartonlestudio.net', 'smartonlehub.net']",medium
organic educational platform in city center,"['organiceducationalsolutions.co', 'organiceducationalbeans.co', 'organiceducationalhub.com']",medium
premium travel agency in suburban area,"['premiumtravelhub.io', 'premiumtravelshop.io', 'premiumtravelworks.co']",medium
bright restaurant in city center,"['brightrestaurantstudio.com', 'brightrestaurantstore.net', 'brightrestaurantbeans.io']",medium
premium bookstore,"['premiumbookstorehub.org', 'premiumbookstorespot.com', 'premiumbookstorelab.org']",simple
smart clothing boutique in neighborhood,"['smartclothgspot.co', 'smartclothgworks.co', 'smartclothghub.io']",medium
cozy corner bookstore in near the river specializing in community events,"['cozycornerhub.org', 'cozycornerstudio.com', 'cozycornerstore.co']",complex
extremely long business name that goes on and on for testing purposes,"['extremelylongworks.com', 'extremelylonghub.co', 'extremelylongbeans.net']",simple
premium online store in downtown,"['premiumonlespot.net', 'premiumonlespot.com', 'premiumonleworks.org']",medium
modern beans educational platform in near the river for busy professionals,"['modernbeansshop.co', 'modernbeansstore.co', 'modernbeanshub.org']",complex
modern educational platform in downtown,"['moderneducationalsolutions.org', 'moderneducationalworks.com', 'moderneducationalhub.com']",medium
modern corner law firm in downtown area with focus on sustainability,"['moderncornerspot.org', 'moderncornerhub.io', 'moderncornerworks.net']",complex
cozy cafe in neighborhood,"['cozycafeworks.com', 'cozycafestudio.org', 'cozycafebeans.net']",medium
fresh studio online store in near the river offering premium services,"['freshstudioworks.co', 'freshstudiosolutions.org', 'freshstudiostudio.org']",complex
global travel agency in city center,"['globaltravelbeans.org', 'globaltravelstudio.net', 'globaltravelcorner.co']",medium
organic online store,"['organiconlesolutions.com', 'organiconlelab.io', 'organiconleworks.io']",simple
fresh law firm,"['freshlawspot.co', 'freshlawstore.io', 'freshlawspot.co']",simple
smart cafe,"['smartcafestudio.co', 'smartcafelab.com', 'smartcafestore.com']",simple
cozy educational platform in suburban area,"['cozyeducationalworks.org', 'cozyeducationalhub.net', 'cozyeducationalbeans.org']",medium
modern restaurant in downtown,"['modernrestaurantshop.com', 'modernrestauranthub.net', 'modernrestaurantspot.io']",medium
organic studio restaurant in downtown area with focus on sustainability,"['organicstudiostudio.org', 'organicstudiostore.co', 'organicstudiobeans.net']",complex
premium cafe in city center,"['premiumcafeworks.net', 'premiumcafestudio.com', 'premiumcafeworks.net']",medium
innovative restaurant,"['novativerestaurantsolutions.io', 'novativerestaurantshop.net', 'novativerestauranthub.co']",simple
premium clothing boutique in neighborhood,"['premiumclothgcorner.co', 'premiumclothgsolutions.org', 'premiumclothgspot.net']",medium
extremely long business name that goes on and on for testing purposes,"['extremelylongworks.io', 'extremelylongcorner.com', 'extremelylonghub.org']",simple
cozy travel agency,"['cozytravellab.net', 'cozytravelworks.org', 'cozytravelshop.io']",simple
cozy store bookstore in near the river offering premium services,"['cozystorelab.io', 'cozystorelab.com', 'cozystorestudio.com']",complex
fresh fitness studio,"['freshfitnesshub.co', 'freshfitnessbeans.io', 'freshfitnessstore.net']",simple
fresh tech startup,"['freshtechlab.org', 'freshtechworks.io', 'freshtechlab.com']",simple
business with unusual characters @$%^,"['busesswithshop.com', 'busesswithbeans.com', 'busesswithworks.org']",simple
modern store online store in city center specializing in community events,"['modernstorestore.com', 'modernstoreshop.org', 'modernstoresolutions.org']",complex
smart travel agency,"['smarttravelsolutions.com', 'smarttravelsolutions.org', 'smarttravelworks.com']",simple
premium restaurant,"['premiumrestaurantworks.io', 'premiumrestauranthub.co', 'premiumrestauranthub.org']",simple
premium cafe,"['premiumcafesolutions.net', 'premiumcafespot.org', 'premiumcafeworks.co']",simple
organic educational platform in city center,"['organiceducationalstore.net', 'organiceducationalcorner.co', 'organiceducationalcorner.io']",medium
smart hub fitness studio in downtown area specializing in community events,"['smarthubstore.io', 'smarthublab.io', 'smarthubworks.co']",complex
global studio restaurant in near the river offering premium services,"['globalstudiospot.io', 'globalstudiosolutions.org', 'globalstudiostudio.com']",complex
innovative travel agency in suburban area,"['novativetravellab.org', 'novativetravelworks.com', 'novativetravelspot.co']",medium
global tech startup,"['globaltechshop.org', 'globaltechshop.org', 'globaltechworks.co']",simple
eco-friendly bookstore,"['bookstorestudio.io', 'bookstoresolutions.co', 'bookstoreshop.io']",simple
smart law firm,"['smartlawstudio.io', 'smartlawhub.net', 'smartlawhub.com']",simple
modern hub travel agency in downtown area specializing in community events,"['modernhubbeans.net', 'modernhubbeans.net', 'modernhubshop.io']",complex
modern bookstore in neighborhood,"['modernbookstorelab.co', 'modernbookstorestore.co', 'modernbookstoreshop.com']",medium
organic beans cafe in city center for busy professionals,"['organicbeanscorner.com', 'organicbeanshub.io', 'organicbeansshop.co']",complex
fresh bookstore in suburban area,"['freshbookstoreworks.com', 'freshbookstorestudio.co', 'freshbookstoresolutions.com']",medium
global lab fitness studio in near the river offering premium services,"['globallabworks.co', 'globallabstudio.io', 'globallabsolutions.com']",complex
global travel agency,"['globaltravelcorner.io', 'globaltravellab.co', 'globaltravelstudio.com']",simple
fresh tech startup in neighborhood,"['freshtechbeans.co', 'freshtechstudio.io', 'freshtechsolutions.net']",medium
fresh clothing boutique in downtown,"['freshclothgworks.net', 'freshclothgcorner.net', 'freshclothghub.net']",medium
innovative clothing boutique in suburban area,"['novativeclothghub.com', 'novativeclothgbeans.net', 'novativeclothghub.net']",medium
fresh educational platform,"['fresheducationalshop.com', 'fresheducationallab.io', 'fresheducationalspot.com']",simple
global beans fitness studio in near the river specializing in community events,"['globalbeansworks.net', 'globalbeanscorner.net', 'globalbeansbeans.com']",complex
eco-friendly bookstore,"['bookstoreworks.co', 'bookstorecorner.com', 'bookstorestore.co']",simple
modern restaurant,"['modernrestauranthub.org', 'modernrestaurantworks.io', 'modernrestaurantcorner.co']",simple
premium law firm in city center,"['premiumlawworks.com', 'premiumlawworks.org', 'premiumlawstudio.com']",medium
smart travel agency,"['smarttravelworks.net', 'smarttravelhub.io', 'smarttravelhub.org']",simple
bright corner law firm in downtown area specializing in community events,"['brightcornercorner.net', 'brightcornersolutions.net', 'brightcornerhub.org']",complex
modern law firm,"['modernlawhub.net', 'modernlawbeans.net', 'modernlawcorner.org']",simple
innovative law firm,"['novativelawstudio.io', 'novativelawhub.net', 'novativelawstudio.co']",simple
organic law firm in downtown,"['organiclawworks.co', 'organiclawlab.net', 'organiclawspot.co']",medium
premium law firm,"['premiumlawstudio.com', 'premiumlawsolutions.org', 'premiumlawstore.org']",simple
bright online store,"['brightonlehub.io', 'brightonleshop.org', 'brightonlestore.io']",simple
premium tech startup,"['premiumtechstudio.org', 'premiumtechstudio.org', 'premiumtechworks.io']",simple
innovative bookstore,"['novativebookstorecorner.net', 'novativebookstorehub.com', 'novativebookstorestudio.com']",simple
smart fitness studio in city center,"['smartfitnesscorner.com', 'smartfitnessspot.org', 'smartfitnesshub.net']",medium
modern online store,"['modernonlesolutions.org', 'modernonlebeans.net', 'modernonlesolutions.com']",simple
innovative fitness studio in city center,"['novativefitnesshub.org', 'novativefitnesshub.com', 'novativefitnessbeans.org']",medium
bright bookstore,"['brightbookstoreshop.co', 'brightbookstorespot.co', 'brightbookstorelab.io']",simple
cozy shop educational platform in city center for busy professionals,"['cozyshopshop.io', 'cozyshopshop.net', 'cozyshopbeans.net']",complex
organic travel agency in suburban area,"['organictravelspot.co', 'organictravelstudio.org', 'organictravelhub.net']",medium
organic clothing boutique,"['organicclothgspot.org', 'organicclothglab.com', 'organicclothgstore.org']",simple
eco-friendly cafe in downtown,"['cafecorner.com', 'cafebeans.io', 'cafespot.io']",medium
premium travel agency,"['premiumtravelworks.net', 'premiumtravelsolutions.org', 'premiumtravelshop.org']",simple
smart clothing boutique in downtown,"['smartclothgspot.net', 'smartclothgstudio.io', 'smartclothgbeans.com']",medium
eco-friendly fitness studio in downtown,"['fitnesslab.com', 'fitnesssolutions.org', 'fitnessstudio.io']",medium
global travel agency,"['globaltravelbeans.net', 'globaltravellab.co', 'globaltravellab.io']",simple
modern solutions travel agency in near the river offering premium services,"['modernsolutionssolutions.co', 'modernsolutionshub.com', 'modernsolutionscorner.io']",complex
business with unusual characters @$%^,"['busesswithworks.com', 'busesswithspot.com', 'busesswithstore.org']",simple
bright travel agency in neighborhood,"['brighttravelbeans.org', 'brighttravelsolutions.net', 'brighttravelworks.org']",medium
fresh restaurant in neighborhood,"['freshrestaurantlab.io', 'freshrestaurantcorner.org', 'freshrestaurantlab.io']",medium
fresh educational platform,"['fresheducationalhub.org', 'fresheducationalshop.io', 'fresheducationallab.co']",simple
premium travel agency,"['premiumtravelcorner.com', 'premiumtravelshop.net', 'premiumtravellab.com']",simple
organic clothing boutique in city center,"['organicclothghub.net', 'organicclothgstore.net', 'organicclothgshop.io']",medium
eco-friendly educational platform in neighborhood,"['educationalbeans.net', 'educationalcorner.net', 'educationalsolutions.org']",medium
smart educational platform in neighborhood,"['smarteducationalstore.co', 'smarteducationalcorner.io', 'smarteducationalsolutions.com']",medium
bright bookstore in neighborhood,"['brightbookstorespot.com', 'brightbookstorestore.co', 'brightbookstoreworks.co']",medium
cozy lab online store in city center offering premium services,"['cozylabhub.com', 'cozylabstudio.com', 'cozylabsolutions.io']",complex
premium law firm in city center,"['premiumlawsolutions.org', 'premiumlawsolutions.org', 'premiumlawlab.co']",medium
premium bookstore in suburban area,"['premiumbookstorebeans.com', 'premiumbookstorebeans.co', 'premiumbookstorespot.com']",medium
bright fitness studio in suburban area,"['brightfitnessspot.net', 'brightfitnesslab.com', 'brightfitnesshub.co']",medium
smart solutions law firm in downtown area for busy professionals,"['smartsolutionsstore.org', 'smartsolutionslab.net', 'smartsolutionsshop.com']",complex
eco-friendly studio restaurant in downtown area with focus on sustainability,"['studiosolutions.org', 'studioshop.net', 'studiostudio.net']",complex
eco-friendly beans educational platform in city center offering premium services,"['beansstore.co', 'beanslab.org', 'beanslab.io']",complex
organic solutions cafe in downtown area with focus on sustainability,"['organicsolutionslab.net', 'organicsolutionsspot.co', 'organicsolutionslab.net']",complex
premium educational platform in downtown,"['premiumeducationalbeans.org', 'premiumeducationalhub.co', 'premiumeducationalcorner.io']",medium
organic law firm,"['organiclawshop.net', 'organiclawlab.org', 'organiclawstudio.co']",simple
bright hub travel agency in near the river offering premium services,"['brighthubspot.co', 'brighthubshop.net', 'brighthubstore.net']",complex
eco-friendly educational platform,"['educationalsolutions.co', 'educationalcorner.net', 'educationalhub.net']",simple
business with unusual characters @$%^,"['busesswithstore.com', 'busesswithshop.io', 'busesswithcorner.org']",medium
bright clothing boutique,"['brightclothghub.co', 'brightclothghub.com', 'brightclothgstudio.io']",simple
extremely long business name that goes on and on for testing purposes,"['extremelylongstudio.net', 'extremelylonglab.org', 'extremelylonghub.com']",simple
smart cafe,"['smartcafeshop.io', 'smartcafestore.org', 'smartcafespot.io']",simple
business with unusual characters @$%^,"['busesswithstore.io', 'busesswithbeans.io', 'busesswithcorner.com']",simple
bright beans online store in city center for busy professionals,"['brightbeansshop.org', 'brightbeanssolutions.io', 'brightbeanshub.com']",complex
global clothing boutique,"['globalclothghub.org', 'globalclothgstudio.net', 'globalclothgstudio.net']",simple
global travel agency in city center,"['globaltravelhub.co', 'globaltravelstore.com', 'globaltravelworks.net']",medium
eco-friendly restaurant,"['restaurantbeans.com', 'restaurantlab.com', 'restaurantstudio.co']",simple
premium travel agency in downtown,"['premiumtravelbeans.org', 'premiumtravellab.io', 'premiumtravelstore.net']",medium
eco-friendly corner restaurant in downtown area for busy professionals,"['cornercorner.co', 'cornercorner.net', 'cornerstudio.co']",complex
organic solutions clothing boutique in near the river specializing in community events,"['organicsolutionsworks.net', 'organicsolutionsstudio.io', 'organicsolutionsbeans.co']",complex
global bookstore in suburban area,"['globalbookstorecorner.com', 'globalbookstorecorner.com', 'globalbookstorestore.net']",medium
eco-friendly online store in neighborhood,"['onlestudio.com', 'onlehub.co', 'onlestore.com']",medium
bright law firm in neighborhood,"['brightlawshop.net', 'brightlawstore.net', 'brightlawstudio.io']",medium
innovative clothing boutique,"['novativeclothglab.co', 'novativeclothgcorner.org', 'novativeclothgworks.co']",simple
eco-friendly travel agency in city center,"['travellab.co', 'travelspot.co', 'travelspot.co']",medium
eco-friendly bookstore in neighborhood,"['bookstorestore.org', 'bookstorebeans.com', 'bookstorebeans.io']",medium
modern bookstore in suburban area,"['modernbookstorestudio.com', 'modernbookstorelab.co', 'modernbookstoreshop.com']",medium
cozy online store in neighborhood,"['cozyonlesolutions.co', 'cozyonleworks.io', 'cozyonleworks.net']",medium
very short,"['veryshortlab.io', 'veryshortcorner.co', 'veryshortstudio.org']",simple
cozy cafe in neighborhood,"['cozycafespot.io', 'cozycafebeans.co', 'cozycafesolutions.org']",medium
very short,"['veryshortbeans.com', 'veryshortsolutions.net', 'veryshortstudio.io']",simple
innovative solutions online store in downtown area for busy professionals,"['novativesolutionscorner.net', 'novativesolutionsstudio.org', 'novativesolutionsspot.io']",complex
eco-friendly travel agency,"['travelsolutions.co', 'travelcorner.org', 'travelhub.net']",simple
modern corner online store in city center for busy professionals,"['moderncornershop.co', 'moderncornershop.io', 'moderncornerspot.net']",complex
organic fitness studio,"['organicfitnessshop.net', 'organicfitnesslab.net', 'organicfitnesscorner.co']",simple
innovative cafe in downtown,"['novativecafebeans.io', 'novativecafesolutions.com', 'novativecafehub.co']",medium
eco-friendly lab bookstore in near the river for busy professionals,"['labsolutions.com', 'labcorner.io', 'lablab.co']",complex
eco-friendly clothing boutique in neighborhood,"['clothgstudio.co', 'clothgshop.io', 'clothgbeans.org']",medium
innovative restaurant in downtown,"['novativerestaurantlab.net', 'novativerestaurantshop.net', 'novativerestaurantlab.co']",medium
fresh beans tech startup in near the river specializing in community events,"['freshbeansbeans.co', 'freshbeanslab.co', 'freshbeanslab.net']",complex
cozy clothing boutique in downtown,"['cozyclothglab.co', 'cozyclothghub.co', 'cozyclothgworks.com']",medium
modern cafe,"['moderncafehub.io', 'moderncafesolutions.com', 'moderncafespot.com']",simple
bright clothing boutique in downtown,"['brightclothghub.co', 'brightclothgstudio.com', 'brightclothgsolutions.net']",medium
cozy lab online store in city center specializing in community events,"['cozylablab.co', 'cozylabbeans.org', 'cozylablab.co']",complex
modern fitness studio in city center,"['modernfitnesscorner.io', 'modernfitnessspot.co', 'modernfitnesslab.com']",medium
smart cafe in downtown,"['smartcafebeans.org', 'smartcafeworks.net', 'smartcafehub.org']",medium
premium clothing boutique in neighborhood,"['premiumclothgbeans.com', 'premiumclothghub.co', 'premiumclothgspot.io']",medium
eco-friendly shop bookstore in city center for busy professionals,"['shopsolutions.io', 'shopworks.org', 'shopspot.co']",complex
fresh educational platform in downtown,"['fresheducationalstore.co', 'fresheducationalhub.co', 'fresheducationalsolutions.net']",medium
fresh tech startup,"['freshtechshop.com', 'freshtechbeans.io', 'freshtechspot.io']",simple
smart works clothing boutique in near the river with focus on sustainability,"['smartworksworks.net', 'smartworkslab.com', 'smartworkslab.org']",complex
premium travel agency,"['premiumtravelcorner.io', 'premiumtravelspot.com', 'premiumtravelworks.io']",simple
cozy shop restaurant in city center for busy professionals,"['cozyshopbeans.io', 'cozyshopsolutions.co', 'cozyshopsolutions.co']",complex
extremely long business name that goes on and on for testing purposes,"['extremelylonghub.co', 'extremelylongshop.net', 'extremelylongcorner.org']",simple
business with unusual characters @$%^,"['busesswithlab.net', 'busesswithstore.net', 'busesswithlab.com']",medium
fresh clothing boutique in city center,"['freshclothgcorner.io', 'freshclothgshop.com', 'freshclothgstudio.net']",medium
eco-friendly travel agency in neighborhood,"['travelstore.co', 'travelbeans.io', 'travelcorner.org']",medium
smart cafe in neighborhood,"['smartcafeshop.net', 'smartcafestudio.co', 'smartcafehub.co']",medium
global online store in downtown,"['globalonlespot.io', 'globalonlehub.net', 'globalonleshop.net']",medium
bright restaurant in downtown,"['brightrestaurantcorner.io', 'brightrestaurantcorner.com', 'brightrestaurantstore.com']",medium
organic fitness studio,"['organicfitnessshop.net', 'organicfitnessbeans.org', 'organicfitnessworks.com']",simple
fresh works educational platform in downtown area for busy professionals,"['freshworksstudio.com', 'freshworkssolutions.com', 'freshworksbeans.co']",complex
bright bookstore,"['brightbookstorestudio.net', 'brightbookstorelab.com', 'brightbookstoreshop.org']",simple
cozy bookstore,"['cozybookstorebeans.org', 'cozybookstorebeans.net', 'cozybookstoreworks.com']",simple
bright clothing boutique,"['brightclothgbeans.com', 'brightclothglab.com', 'brightclothgstore.com']",simple
global store clothing boutique in near the river for busy professionals,"['globalstorestore.co', 'globalstorehub.io', 'globalstoreworks.net']",complex
premium fitness studio in suburban area,"['premiumfitnessstore.co', 'premiumfitnesshub.net', 'premiumfitnessstore.io']",medium
fresh tech startup in downtown,"['freshtechstudio.io', 'freshtechspot.io', 'freshtechspot.com']",medium
innovative online store in neighborhood,"['novativeonlebeans.org', 'novativeonlehub.com', 'novativeonlebeans.org']",medium
global hub clothing boutique in city center for busy professionals,"['globalhubhub.org', 'globalhubsolutions.co', 'globalhubhub.io']",complex
innovative law firm in neighborhood,"['novativelawsolutions.io', 'novativelawspot.com', 'novativelawcorner.net']",medium
innovative hub travel agency in near the river offering premium services,"['novativehubhub.net', 'novativehublab.com', 'novativehubcorner.org']",complex
bright restaurant in city center,"['brightrestaurantworks.net', 'brightrestaurantworks.org', 'brightrestaurantstore.com']",medium
business with unusual characters @$%^,"['busesswithlab.io', 'busesswithspot.org', 'busesswithworks.net']",medium
smart travel agency in suburban area,"['smarttravelshop.io', 'smarttravelbeans.org', 'smarttravelshop.org']",medium
global corner educational platform in near the river offering premium services,"['globalcornerspot.com', 'globalcornerlab.net', 'globalcornershop.co']",complex
bright restaurant in downtown,"['brightrestauranthub.co', 'brightrestaurantlab.co', 'brightrestaurantstudio.com']",medium
smart tech startup in downtown,"['smarttechbeans.net', 'smarttechshop.co', 'smarttechshop.co']",medium
premium bookstore,"['premiumbookstoreworks.org', 'premiumbookstorespot.io', 'premiumbookstoresolutions.co']",simple
business with unusual characters @$%^,"['busesswithspot.co', 'busesswithcorner.net', 'busesswithlab.net']",simple
smart fitness studio in downtown,"['smartfitnesshub.io', 'smartfitnessstudio.org', 'smartfitnesssolutions.com']",medium
smart works travel agency in city center with focus on sustainability,"['smartworkscorner.co', 'smartworkssolutions.co', 'smartworkssolutions.net']",complex
cozy educational platform in neighborhood,"['cozyeducationalstudio.org', 'cozyeducationalshop.net', 'cozyeducationalstudio.org']",medium
cozy clothing boutique,"['cozyclothgbeans.org', 'cozyclothghub.net', 'cozyclothgstore.com']",simple
premium bookstore,"['premiumbookstoreshop.org', 'premiumbookstorestudio.io', 'premiumbookstorecorner.co']",simple
bright fitness studio,"['brightfitnesslab.net', 'brightfitnessspot.org', 'brightfitnesssolutions.net']",simple
premium bookstore,"['premiumbookstorecorner.org', 'premiumbookstoresolutions.com', 'premiumbookstorestore.co']",simple
smart travel agency in downtown,"['smarttravelhub.io', 'smarttravelbeans.io', 'smarttravelsolutions.com']",medium
organic cafe,"['organiccafespot.org', 'organiccafeshop.io', 'organiccafehub.io']",simple
eco-friendly tech startup,"['techstore.com', 'techstudio.org', 'techhub.net']",simple
fresh educational platform,"['fresheducationalspot.net', 'fresheducationalstore.org', 'fresheducationalsolutions.co']",simple
bright clothing boutique,"['brightclothgspot.org', 'brightclothgshop.org', 'brightclothgstudio.net']",simple
fresh tech startup in city center,"['freshtechsolutions.co', 'freshtechlab.io', 'freshtechworks.co']",medium
innovative online store,"['novativeonlestudio.com', 'novativeonlespot.com', 'novativeonleworks.org']",simple
extremely long business name that goes on and on for testing purposes,"['extremelylonglab.co', 'extremelylonghub.org', 'extremelylonglab.co']",simple
smart solutions educational platform in city center specializing in community events,"['smartsolutionscorner.io', 'smartsolutionssolutions.io', 'smartsolutionsbeans.com']",complex
innovative tech startup in suburban area,"['novativetechbeans.com', 'novativetechcorner.net', 'novativetechspot.co']",medium
global fitness studio in city center,"['globalfitnessworks.co', 'globalfitnessworks.com', 'globalfitnesscorner.com']",medium
modern studio fitness studio in downtown area specializing in community events,"['modernstudiolab.co', 'modernstudioworks.co', 'modernstudiobeans.org']",complex
eco-friendly educational platform,"['educationalsolutions.net', 'educationalstore.co', 'educationalworks.net']",simple
premium cafe,"['premiumcafespot.com', 'premiumcafespot.com', 'premiumcafehub.io']",simple
organic corner cafe in near the river offering premium services,"['organiccornerworks.com', 'organiccornershop.io', 'organiccornerworks.io']",complex
global tech startup,"['globaltechcorner.net', 'globaltechstore.com', 'globaltechstudio.io']",simple
cozy law firm,"['cozylawcorner.org', 'cozylawbeans.co', 'cozylawhub.io']",simple
premium cafe in neighborhood,"['premiumcafestudio.net', 'premiumcafecorner.com', 'premiumcafesolutions.co']",medium
smart travel agency in neighborhood,"['smarttravelworks.net', 'smarttravelbeans.org', 'smarttravelshop.io']",medium
organic online store in neighborhood,"['organiconlestore.co', 'organiconlestudio.com', 'organiconlebeans.net']",medium
fresh solutions law firm in city center with focus on sustainability,"['freshsolutionslab.org', 'freshsolutionsstore.org', 'freshsolutionsstudio.io']",complex
premium clothing boutique,"['premiumclothgbeans.co', 'premiumclothgshop.co', 'premiumclothgcorner.org']",simple
innovative online store,"['novativeonlespot.net', 'novativeonlebeans.com', 'novativeonleshop.org']",simple
extremely long business name that goes on and on for testing purposes,"['extremelylongstudio.io', 'extremelylongsolutions.org', 'extremelylongworks.net']",medium
global online store,"['globalonlespot.net', 'globalonlesolutions.net', 'globalonlehub.org']",simple
innovative travel agency in suburban area,"['novativetravellab.io', 'novativetravelspot.co', 'novativetravellab.net']",medium
fresh solutions law firm in downtown area specializing in community events,"['freshsolutionscorner.org', 'freshsolutionsworks.org', 'freshsolutionslab.org']",complex
eco-friendly fitness studio,"['fitnessbeans.co', 'fitnesslab.com', 'fitnesscorner.net']",simple
fresh cafe in neighborhood,"['freshcafestore.com', 'freshcafespot.co', 'freshcafespot.org']",medium
fresh clothing boutique in suburban area,"['freshclothgstudio.co', 'freshclothghub.co', 'freshclothgstore.org']",medium
innovative cafe in suburban area,"['novativecafespot.net', 'novativecafecorner.net', 'novativecafecorner.org']",medium
business with unusual characters @$%^,"['busesswithstore.net', 'busesswithhub.net', 'busesswithbeans.io']",medium
premium corner clothing boutique in city center with focus on sustainability,"['premiumcornercorner.org', 'premiumcornerworks.com', 'premiumcornercorner.org']",complex
smart bookstore,"['smartbookstorehub.org', 'smartbookstorestudio.co', 'smartbookstoresolutions.io']",simple
smart restaurant in downtown,"['smartrestaurantstore.org', 'smartrestaurantsolutions.io', 'smartrestaurantcorner.net']",medium
modern restaurant,"['modernrestaurantstudio.co', 'modernrestaurantcorner.org', 'modernrestaurantsolutions.co']",simple
extremely long business name that goes on and on for testing purposes,"['extremelylongspot.org', 'extremelylongshop.co', 'extremelylongstudio.net']",medium
fresh restaurant,"['freshrestaurantshop.org', 'freshrestaurantstore.net', 'freshrestaurantstore.net']",simple
smart restaurant in city center,"['smartrestaurantshop.org', 'smartrestaurantlab.org', 'smartrestaurantspot.io']",medium
premium law firm,"['premiumlawbeans.com', 'premiumlawworks.net', 'premiumlawworks.io']",simple
global cafe in city center,"['globalcafestore.io', 'globalcafespot.com', 'globalcafeworks.io']",medium
smart educational platform,"['smarteducationalhub.com', 'smarteducationalspot.net', 'smarteducationalhub.io']",simple
cozy tech startup in city center,"['cozytechsolutions.net', 'cozytechstore.net', 'cozytechstudio.io']",medium
cozy travel agency in neighborhood,"['cozytravelcorner.net', 'cozytravelstudio.co', 'cozytravelsolutions.io']",medium
very short,"['veryshortworks.org', 'veryshortbeans.co', 'veryshortstore.io']",complex
bright online store in downtown,"['brightonlebeans.org', 'brightonlestudio.io', 'brightonlesolutions.io']",medium
innovative clothing boutique,"['novativeclothgshop.net', 'novativeclothgstudio.net', 'novativeclothghub.net']",simple
innovative educational platform in city center,"['novativeeducationallab.net', 'novativeeducationalspot.net', 'novativeeducationalshop.org']",medium
bright tech startup in downtown,"['brighttechworks.com', 'brighttechshop.co', 'brighttechshop.io']",medium
organic tech startup in city center,"['organictechlab.com', 'organictechworks.org', 'organictechworks.org']",medium
cozy solutions clothing boutique in near the river offering premium services,"['cozysolutionslab.io', 'cozysolutionslab.net', 'cozysolutionscorner.net']",complex
eco-friendly restaurant in neighborhood,"['restaurantlab.com', 'restaurantspot.net', 'restaurantshop.org']",medium
global tech startup,"['globaltechhub.org', 'globaltechcorner.org', 'globaltechstudio.net']",simple
cozy restaurant,"['cozyrestaurantstore.com', 'cozyrestaurantcorner.net', 'cozyrestaurantcorner.co']",simple
innovative fitness studio in city center,"['novativefitnesscorner.org', 'novativefitnesshub.org', 'novativefitnessshop.org']",medium
smart travel agency,"['smarttravelshop.co', 'smarttravelshop.co', 'smarttravelshop.net']",simple
cozy online store in neighborhood,"['cozyonlelab.io', 'cozyonlecorner.net', 'cozyonleshop.io']",medium
modern travel agency in neighborhood,"['moderntravelhub.net', 'moderntravelshop.net', 'moderntravelstudio.net']",medium
smart restaurant in city center,"['smartrestaurantstudio.co', 'smartrestaurantstore.net', 'smartrestauranthub.co']",medium
premium restaurant,"['premiumrestaurantcorner.io', 'premiumrestauranthub.co', 'premiumrestaurantsolutions.org']",simple
global travel agency,"['globaltravelstudio.com', 'globaltravellab.com', 'globaltravelstore.net']",simple
business with unusual characters @$%^,"['busesswithworks.com', 'busesswithshop.co', 'busesswithsolutions.io']",simple
organic travel agency,"['organictravelbeans.org', 'organictravelhub.org', 'organictravelcorner.org']",simple
innovative restaurant in suburban area,"['novativerestaurantlab.org', 'novativerestaurantstore.net', 'novativerestaurantstudio.com']",medium
organic spot fitness studio in near the river offering premium services,"['organicspotshop.io', 'organicspotsolutions.org', 'organicspotspot.net']",complex
cozy law firm in neighborhood,"['cozylawstore.io', 'cozylawspot.io', 'cozylawstore.io']",medium
premium educational platform,"['premiumeducationalsolutions.org', 'premiumeducationalhub.org', 'premiumeducationalcorner.com']",simple
innovative beans fitness studio in downtown area specializing in community events,"['novativebeansworks.org', 'novativebeansstore.org', 'novativebeansstudio.com']",complex
cozy solutions online store in city center specializing in community events,"['cozysolutionssolutions.co', 'cozysolutionshub.org', 'cozysolutionslab.com']",complex
global tech startup in suburban area,"['globaltechbeans.io', 'globaltechlab.net', 'globaltechshop.net']",medium
modern cafe in city center,"['moderncafestore.co', 'moderncafestore.co', 'moderncafebeans.co']",medium
fresh restaurant in downtown,"['freshrestauranthub.io', 'freshrestauranthub.io', 'freshrestaurantsolutions.com']",medium
cozy online store in suburban area,"['cozyonlehub.net', 'cozyonlecorner.co', 'cozyonlespot.io']",medium
fresh travel agency,"['freshtravelworks.net', 'freshtravelhub.org', 'freshtravellab.org']",simple
bright shop online store in downtown area for busy professionals,"['brightshopstore.co', 'brightshopsolutions.com', 'brightshopstore.com']",complex
smart beans clothing boutique in city center offering premium services,"['smartbeansspot.co', 'smartbeansbeans.co', 'smartbeansspot.com']",complex
premium cafe in city center,"['premiumcafesolutions.org', 'premiumcafestore.io', 'premiumcafecorner.co']",medium
bright shop tech startup in city center with focus on sustainability,"['brightshopshop.net', 'brightshopcorner.com', 'brightshopsolutions.org']",complex
innovative bookstore in suburban area,"['novativebookstorelab.io', 'novativebookstorelab.io', 'novativebookstoreworks.net']",medium
